,title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
238,Secret Superstar,tt6108090,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Secret_Superstar_-_Poster_3.jpg/220px-Secret_Superstar_-_Poster_3.jpg,https://en.wikipedia.org/wiki/Secret_Superstar,Secret Superstar,Secret Superstar,0,2017,150,Drama|Music,7.9,17698,Insia is very passionate about singing but she belongs to a very conservative family. Her father doesn't let her develop her talent but her mother secretly lets her follow her passion for singing. She begins anonymously posting her songs over the internet and gains nation wide fame including people from the music industry. The movie shows her journey to break free and follow her dream of being a singer.,A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,,Zaira Wasim|Meher Vij|Raj Arjun|Aamir Khan|Tirth Sharma|Kabir Sajid|Farrukh Jaffar|Manuj Sharma|Nikita Anand|Shaan|Monali Thakur|Mona Ambegaonkar|Jasmeet Singh Bhatia|Dianne Commissariat|,13 wins & 18 nominations,18 October 2017 (USA)
241,Shaadi Mein Zaroor Aana,tt7469726,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Shaadi_Mein_Zaroor_Aana_-_Movie_Poster.jpg/220px-Shaadi_Mein_Zaroor_Aana_-_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Shaadi_Mein_Zaroor_Aana,Shaadi Mein Zaroor Aana,Shaadi Mein Zaroor Aana,0,2017,137,Drama|Family|Romance,7.6,10334,Satyendra aka Sattu (Rajkummar Rao) and Aarti (Kriti Kharbanda) meet for a proposed arranged marriage and fall in love in the process. On the night of their marriage  an unexpected turn of events turns their world upside down. Set in the backdrop of India's civil services  Shaadi Mein Zaroor Aana explores the challenges that Satyendra and Aarti face as a middle-class couple in India.,Satyendra aka Sattu (Rajkummar Rao) and Aarti (Kriti Kharbanda) meet for a proposed arranged marriage and fall in love in the process. On the night of their marriage  an unexpected turn of ...                    ,,Rajkummar Rao|Kriti Kharbanda|K.K. Raina|Alka Amin|Vipin Sharma|Govind Namdev|Navni Parihar|Nayani Dixit|Manoj Pahwa|Neha d Bhriguvanshi|Karanvir Sharma|Abhijeet Singh|Ashish Kapoor|,2 wins,10 November 2017 (India)
243,Qarib Qarib Singlle,tt7399470,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Qarib_Qarib_Singlle_poster.jpg/220px-Qarib_Qarib_Singlle_poster.jpg,https://en.wikipedia.org/wiki/Qarib_Qarib_Singlle,Qarib Qarib Singlle,Qarib Qarib Singlle,0,2017,125,Comedy|Romance,7.0,4707,Yogi and Jaya  who have polar opposite personalities and sensibilities  meet via a online dating app. This encounter turns into so much more when the two travel to Rishikesh.,Yogi and Jaya  who have polar opposite personalities and sensibilities  meet via a online dating app. This encounter turns into so much more when the two travel to Rishikesh.,,Irrfan Khan|Parvathy Thiruvothu|Bajrangbali Singh|,,10 November 2017 (USA)
256,Airlift (film),tt4387040,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Airlift_poster.jpg/220px-Airlift_poster.jpg,https://en.wikipedia.org/wiki/Airlift_(film),Airlift,Airlift,0,2016,130,Drama|History,8.0,49498,It is in this scenario that Ranjit Katyal (played by Akshay Kumar)  a wealthy and powerful Indian businessman  who has always seen himself as a Kuwaiti  rather than an Indian  realizes that he no longer wields any influence on the Iraqis  and that he and his family are in as much danger as anyone else. Ranjit unknowingly becomes the man who all 170 000 Indians look up to for getting them out safely from Kuwait. Airlift is the story of Indians stranded in Kuwait during this traumatic time. A story of how they  with the help of Ranjit Katyal  managed to survive the Iraqi invasion  and against all odds traveled a thousand kilometers across the border into Amman  Jordan. From Amman  170 000 Indians were brought home by the largest and the most successful evacuation ever attempted by any country  in the history of the world. Over 59 days  the Indian government systematically flew over 488 Air India commercial flights into a war zone to evacuate all 170 000 Indians and safely bring them ...,When Iraq invades Kuwait in August  1990  a callous Indian businessman becomes the spokesperson for more than 170 000 stranded countrymen.,1|70|000 refugees. 488 flights. 59 days. 1 man,Akshay Kumar|Nimrat Kaur|Kumud Mishra|Prakash Belawadi|Inaamulhaq|Lena|Nissar Khan|Ninad Kamat|Kaizaad Kotwal|Feryna Wazheir|Ajay Kumar|Purab Kohli|Gunjan Malhotra|Pooja Nair|,3 wins & 4 nominations,22 January 2016 (USA)
258,Irudhi Suttru,tt5310090,https://upload.wikimedia.org/wikipedia/en/f/fe/Irudhi_Suttru.jpg,https://en.wikipedia.org/wiki/Saala_Khadoos,Saala Khadoos,Saala Khadoos,0,2016,109,Action|Drama|Sport,7.6,10507,An under-fire boxing coach  Prabhu is transferred from Hisar in Haryana to Chennai as his bosses at the Boxing Council do not like his disrespectful rule-breaking unconventional ways. In Chennai  he chances upon the raw fighting talent of Madhi  the sibling of aspiring boxer Lakshmi. He decides to put all his effort to tame Madhie and get her to shine but he is repeatedly put off by her playfulness & distrust.,The story of a former boxer who quits boxing following a fallout with the authorities over the underlying politics but goes on to coach a fisherwoman to fulfill his dream through her.,,Madhavan|Ritika Singh|Mumtaz Sorcar|Nassar|Radha Ravi|Zakir Hussain|Kaali Venkat|Baljinder Kaur|,9 wins & 2 nominations,29 January 2016 (USA)
263,Ghayal: Once Again,tt4683366,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Ghayal_Once_Again_%282016%29_-_Poster.jpg/220px-Ghayal_Once_Again_%282016%29_-_Poster.jpg,https://en.wikipedia.org/wiki/Ghayal_Once_Again,Ghayal Once Again,Ghayal Once Again,0,2016,127,Action|Drama,6.4,4707,Ajay Mehra (from previous Ghayal-1990)  after finishing off his life sentence  starts a newspaper called Satyakam. Still dealing with the haunting trauma of losing his loved ones  Ajay manages to make a credible name for himself in investigative journalism. Working with a strange team of RTI activists  ex-criminals and ilk; and even stranger ways of unearthing and presenting truth  Ajay Mehra has earned quite a fan following among the youths  who finds his fearless and unforgiving approach in dealing with all kinds of sociopaths very inspiring. Among his die hard fans are these four teenagers who happened to have received bravery medals from him once. These four friends once out on photography expedition  accidentally record a murder on a camera. The footage turns out to be explosive as it clearly shows two of the city's most powerful people involved in the murder. Well what happens after this is a series of twists and turns where the four kids get entangled and have to fight it out ...,When a video of his mentor's murder surfaces  an investigative journalist takes action to find those responsible.,,Sunny Deol|Soha Ali Khan|Om Puri|Aanchal Munjal|Narendra Jha|Manoj Joshi|Ramesh Deo|Tisca Chopra|Harsh Chhaya|Nadira Babbar|Rishabh Arora|Ruhanika Dhawan|Zakir Hussain|Sebastien Vandenberghe|,,5 February 2016 (India)
269,Neerja,tt5286444,https://upload.wikimedia.org/wikipedia/en/thumb/a/aa/Neerja_Poster.jpg/220px-Neerja_Poster.jpg,https://en.wikipedia.org/wiki/Neerja,Neerja,Neerja,0,2016,122,Biography|Drama|Thriller,7.7,19046,Neerja is the story of the courageous Neerja Bhanot  who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.,Neerja is the story of the courageous Neerja Bhanot  who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.,Fear gave her courage.,Sonam Kapoor|Shabana Azmi|Yogendra Tiku|Abrar Zahoor|Jim Sarbh|Ali Baldiwala|Vikrant Singta|Parthaa Akerkar|Madhu Anand Chandhock|,28 wins & 10 nominations,19 February 2016 (USA)
270,Aligarh (film),tt5121000,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/AligarhFilmPoster.jpg/220px-AligarhFilmPoster.jpg,https://en.wikipedia.org/wiki/Aligarh_(film),Aligarh,Aligarh,0,2015,114,Biography|Drama,7.8,4873,Set in the state of Uttar Pradesh and based on true events  the plot revolves around Dr Shrinivas Ramchandra Siras who taught Marathi at Aligarh Muslim University. He was sacked from his position of Reader and Chair of Modern Indian Languages  on charges of homosexuality. A sting operation was conducted by a TV channel which showed him in an embrace with a rickshaw puller  at his house inside the campus.,A gay  linguistic professor living in a small orthodox city must deal with the aftermath of a sting operation that puts his sexual orientation in front of the entire nation.,,Sukhesh Arora|Manoj Bajpayee|Balaji Gauri|Sumit Gulati|Dilnaz Irani|Sachin Parikh|K.R. Parmeshwar|Rajkummar Rao|Naval Shukla|Ishwak Singh|Nutan Surya|Divya Unny|Suman Vaidya|,4 wins & 4 nominations,26 February 2016 (India)
275,Kapoor & Sons,tt4900716,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Kapoor_%26_Sons_poster.jpg/220px-Kapoor_%26_Sons_poster.jpg,https://en.wikipedia.org/wiki/Kapoor_%26_Sons,Kapoor & Sons,Kapoor & Sons,0,2016,132,Comedy|Drama|Romance,7.7,20586,A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse the family is undergoing a financial crunch and much more as the drama unfolds.,A story revolving around a dysfunctional family of 2 brothers who visit their family and discover that their parents marriage is on the verge of collapse the family is undergoing a financial crunch and much more as the drama unfolds.,(Since 1921),Sidharth Malhotra|Fawad Khan|Alia Bhatt|Rajat Kapoor|Rishi Kapoor|Anahita Oberoi|Vikram Kapadia|Pradeep Pradhan|Fahim Shaikh|Niti Apurva Patel|Aalekh Kapoor|Sukant Goel|Ratna Pathak Shah|Aditya Gunavanthe|,15 wins & 16 nominations,18 March 2016 (USA)
276,Rocky Handsome,tt3410408,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Rocky_Handsome_Hindi_poster.jpg/220px-Rocky_Handsome_Hindi_poster.jpg,https://en.wikipedia.org/wiki/Rocky_Handsome,Rocky Handsome,Rocky Handsome,0,2016,119,Action|Thriller,6.8,6582,Kabir runs a pawn shop in Goa he befriends his little neighbor Naomi who lives with her drug addict mother Anna.Acp Salgaonkar is after a drug landlord Mantoo who runs the racket with Fereira brothers Kevin and Luke and also deal with organ trafficking.,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.,His only friend... her only hope.,John Abraham|Nishikant Kamat|Sharad Kelkar|Teddy Maurya|Diya Chalwad|Kazu Patrick Tang|Shruti Haasan|Prashanti Talpankar|Nathalia Kaur|Paromita Chatterjee|Akanksha Awasthi|Viren Vajpayee|Vansh Sanghani|Jayant Sawarkar|,,25 March 2016 (USA)
278,Fan (film),tt3495026,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Fan_SRK_poster.jpg/220px-Fan_SRK_poster.jpg,https://en.wikipedia.org/wiki/Fan_(film),Fan,Fan,0,2016,138,Action|Drama|Thriller,7.1,39877,Gaurav a boy from Delhi is a die hard fan of Bollywood superstar Aryan Khanna. He comes to Mumbai to wish his idol on his Birthday  but over there things got worst and Gaurav's obsession turned himself a man who wants to create chaos in Aryan Khanna's life.,Gaurav develops an obsession with a movie star who looks just like him. He goes to Mumbai to meet his idol  but he refuses to grant him five minutes of his time. Gaurav is enraged and plots to destroy his hero.,World's biggest superstar got the biggest FAN of the universe!,Shah Rukh Khan|Sayani Gupta|Carolina Main|Shriya Pilgaonkar|Vaunisha Kapoor|Atul Sharma|Manoj Anand|Zachary Coffin|Puja Panchkoty|Deepika Amin|Glenn Webster|Halima Nagori|Abdul Hakim Joy|Paul Blackwell|,3 wins & 5 nominations,15 April 2016 (USA)
279,Nil Battey Sannata,tt5005684,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Nil_Battey_Sannata_%28Poster%29.jpg/220px-Nil_Battey_Sannata_%28Poster%29.jpg,https://en.wikipedia.org/wiki/Nil_Battey_Sannata,Nil Battey Sannata,Nil Battey Sannata,0,2015,100,Drama|Family,8.4,4530,Appu is a class 10th student and is giving up on studies  because she knows her mother will not be able to provide for her higher studies. Her mother tries hard and even enrolled her for maths tuition but Appu thinks only children of rich parents become doctors or engineers and believes she'll end up being a maid too like her mother. But one day her mother gets a chance to continue her Education..,A story about a single women (a Mom) and dreams on her Daughter.,,Swara Bhaskar|Ratna Pathak Shah|Riya Shukla|Pankaj Tripathi|Neha Prajapati|Prashant Tiwari|Vishal Nath|Ganesh Kumar|,5 wins & 1 nomination,22 April 2016 (India)
281,Baaghi (2016 film),tt4864932,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Baaghi_Hindi_film_poster.jpg/220px-Baaghi_Hindi_film_poster.jpg,https://en.wikipedia.org/wiki/Baaghi_(2016_film),Baaghi,Baaghi,0,2016,133,Action|Thriller,5.2,6088,A martial arts student seeks revenge after the murder of his master.,A martial arts student seeks revenge after the murder of his master.,,Shraddha Kapoor|Tiger Shroff|Sudheer Babu Posani|Paras Arora|,1 win & 2 nominations,29 April 2016 (USA)
288,Azhar (film),tt4906984,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Azhar_Hindi_poster.jpg/220px-Azhar_Hindi_poster.jpg,https://en.wikipedia.org/wiki/Azhar_(film),Azhar,Azhar,0,2016,130,Biography|Drama|Sport,5.8,4887,Biographical sports drama based on the life of former Indian international cricketer  Mohammad Azharuddin,Biographical sports drama based on the life of former Indian international cricketer  Mohammad Azharuddin,Love him. Hate him. Judge him.,Emraan Hashmi|Nargis Fakhri|Prachi Desai|Lara Dutta|Kunaal Roy Kapur|Gautam Gulati|Sammy John Heaney|Mohit Chhabra|Anikie Maguire|Kulbhushan Kharbanda|Rajesh Sharma|Hemant Chaudhary|Shernaz Patel|Virendra Saxena|,,13 May 2016 (USA)
296,Te3n,tt4814290,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Te3n_official_poster.jpg/220px-Te3n_official_poster.jpg,https://en.wikipedia.org/wiki/Te3n,Te3n,Te3n,0,2016,136,Drama|Mystery|Thriller,7.2,10451,John Biswas is a broken man. His life was destroyed when his precious granddaughter was kidnapped and murdered. Likewise  Martin Das  the investigating police officer  was so shaken by the case that he quit the force and turned to the priesthood. Now  eight years later  a young boy is kidnapped and police detective Sarita Sarkar sees similarities in the two cases. As a trail of clues leads John into the past  Fr. Martin and Sarita race to save the young boy.,A grandfather  a priest  and a police officer investigate the case of a kidnapped child.,,Amitabh Bachchan|Nawazuddin Siddiqui|Vidya Balan|Mukesh Chhabra|Aarnaa Sharma|Prakash Belawadi|Sabyasachi Chakrabarty|Suneel Sinha|Padmavati Rao|Tota Roy Chowdhury|Paritosh Sand|Anupam Bhattacharya|Sumit Samaddar|Madhumita Sen|,,10 June 2016 (USA)
297,Udta Punjab,tt4434004,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Udta_Punjab.jpg/220px-Udta_Punjab.jpg,https://en.wikipedia.org/wiki/Udta_Punjab,Udta Punjab,Udta Punjab,0,2016,148,Action|Crime|Drama,7.8,23995,What on earth can a rock star  a migrant laborer  a doctor and a cop possibly have in common? Simple  Punjab! 4 lives  1 connection - 'Udta Punjab' takes you on a trip like never before. Shahid Kapoor  Kareena Kapoor  Alia Bhatt and Diljit Dosanjh play characters from different walks of life  fighting the menace of drugs in their own way. The film journeys into the artificial highs and the real lows that they face while treading the paths fraught with mortal dangers. But above all  Udta Punjab is about the famed Punjabi spirit  that despite being fully down  has the audacity of looking you in the eye and saying - Drugs di maa di!,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,,Shahid Kapoor|Alia Bhatt|Kareena Kapoor|Diljit Dosanjh|Satish Kaushik|Manav Vij|Vansh Bhardwaj|Suhail Nayyar|Prabhjyot Singh|Rajesh Kumar Sharma|Kamal Tiwari|Mahabir Bhullar|Suvinder Vicky|Dilawar Sidhu|,11 wins & 19 nominations,17 June 2016 (USA)
301,Raman Raghav 2.0,tt5662932,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Raman_Raghav_2.png/220px-Raman_Raghav_2.png,https://en.wikipedia.org/wiki/Raman_Raghav_2.0,Raman Raghav 2.0,Raman Raghav 2.0,0,2016,133,Crime|Drama|Thriller,7.3,11202,Set in present day Mumbai the story follows the life of a serial killer Ramanna who is inspired by an infamous serial killer from the 1960s Raman Raghav. His strange obsession with Raghavan  a young Cop keeps growing as he closely follows him without his knowledge and often creates situations where both of them come face to face.,Ramanna  a maniac murderer  finds a soulmate in Raghavan  a policeman  who inspects his murder cases. He tries to make Raghavan realize how they both are similar.,,Nawazuddin Siddiqui|Vicky Kaushal|Sobhita Dhulipala|Mukesh Chhabra|Anuschka Sawhney|Vipin Sharma|Deepali Suryakant Badekar|Ashok Lokhande|Harssh Singh|Rajesh Jais|Hitesh Dave|,5 wins & 6 nominations,24 June 2016 (USA)
307,Sultan (2016 film),tt4832640,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Sultan_film_poster.jpg/220px-Sultan_film_poster.jpg,https://en.wikipedia.org/wiki/Sultan_(2016_film),Sultan,Sultan,0,2016,170,Action|Drama|Sport,7.0,34328,Sultan is a story of Sultan Ali Khan - a local wrestling champion with the world at his feet as he dreams of representing India at the Olympics. It's a story of Aarfa - a feisty young girl from the same small town as Sultan with her own set of dreams. When the 2 local wrestling legends lock horns  romance blossoms and their dreams and aspirations become intertwined and aligned. However  the path to glory is a rocky one and one must fall several times before one stands victorious - More often than not  this journey can take a lifetime. Sultan is a classic underdog tale about a wrestler's journey  looking for a comeback by defeating all odds staked up against him. But when he has nothing to lose and everything to gain in this fight for his life match... Sultan must literally fight for his life. Sultan believes he's got what it takes... but this time  it's going to take everything he's got.,Sultan is a classic underdog tale about a wrestler's journey  looking for a comeback by defeating all odds.,Wrestling is not a sport. Its about fighting what lies within.,Salman Khan|Anushka Sharma|Kubbra Sait|Marko Zaror|Randeep Hooda|Hans Marrero|Tyron Woodley|Björn Freiberg|Amit Sadh|Ron Smoorenburg|Kabir Khan|Parikshat Sahni|Marrese Crump|Kumud Mishra|,15 wins & 15 nominations,6 July 2016 (USA)
